id,description,md5,foxdog,hexdigits,lorem,punctuation,zebra
1140,"convert the string s to lowercase then removes all vowels from the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string",95a87e2022c9a14f7053a0690e9ef4d3,th!qck!brwn!fx!jmps!vr!!lzy!dg,0123456789bcdfbcdf,"lrm!psm!dlr!st!mt,!cnscttr!dpscng!lt,!sd!d!smd!tmpr!ncddnt!t!lbr!t!dlr!mgn!lq!t!nm!d!mnm!vnm,!qs!nstrd!xrcttn!llmc!lbrs!ns!t!lqp!x!!cmmd!cnsqt!ds!t!rr!dlr!n!rprhndrt!n!vlptt!vlt!ss!cllm!dlr!!fgt!nll!prtr!xcptr!snt!ccct!cpdtt!nn!prdnt,!snt!n!clp!q!ffc!dsrnt!mllt!nm!d!st!lbrm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",hw!qckly!dft!jmpng!zbrs!vx
1141,"convert the string s to lowercase then removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove the first and last two characters of the string",0c96fdb81111df23896316e4d6776cb4, qck brwn fx jmps vr  lzy ,23456789bcdfbc,"m psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lb","$%&'()*+,-/:;<=>@[\]^_`{|", qckly dft jmpng zbrs 
1142,"convert the string s to lowercase then removes all vowels from the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string",2565c8c00053c0b1181762ed0448564b,h ckbrn x mp v  zydg,124578bcfbdf,"rmps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn q  n dmn vm,qsnsrdxrtt lmclbs s  lp   mm csq d trrdl nrphnrtn lpt ltssclm lr ft llprr cpr ntcct pdt n rdt,sn ncl qff drn mltnmd t br","#$&')*,-:;=>[\^_{|~",w cky ftjmngzbs x
1143,"convert the string s to lowercase then removes all vowels from the string then delete all excamation points, question marks, and periods from the string then drop the last half of the string, as computed by characters",8051615d23f28db0769f22ac52ba2f09,th qck brwn fx ,012345678,"lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd ","""#$%&'()*+,-/:",hw qckly dft 
1144,"convert the string s to lowercase then removes all vowels from the string then delete all excamation points, question marks, and periods from the string then make every other character in the string uppercase",87ab42220ed828d04ace1436be4e8c8f,Th qCk bRwN Fx jMpS Vr  LzY Dg,0123456789BcDfBcDf,"LrM PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ T Nm d mNm vNm, Qs nStRd xRcTtN LlMc lBrS Ns t lQp x  CmMd cNsQt dS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR  fGt nLl pRtR XcPtR SnT CcCt cPdTt nN PrDnT, sNt n cLp q fFc dSrNt mLlT Nm d sT LbRm","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",Hw qCkLy dFt jMpNg zBrS Vx
1145,convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then remove the first and last two characters of the string,0d457a08f5652e5c309e33c4db2dad9d,uckbrwnfo jmp ora az d,4578abda,"m psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod cnsqut.dus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur ctr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lbo","%&()+,./;<>?[\^_{",qucky af jmpngzra v
1146,"convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then drop the last half of the string, as computed by characters",e7cc2a931e08abfc0c61a5034cf2172e,hquckbrwnfo j,124578,"orm psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod ","""#%&()+,./",owqucky af 
1147,convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then replace spaces with triple spaces,9f1c6937b161861f31c4549b81056a29,hquckbrwnfo   jmp   ora   az   dg!,124578abdabd,"orm   psm   olr   itamt,costuradpicig   li,   ddoismd   moriniddut   t   abrtdoor   mgn   aiqa.utnm   d   inm   nam   qisnotrd   xciatonulamo   abri   nsiutalqup   x   a   omod   cnsqut.dus   ut   iur   dlo   i   rprhditinvoupat   vli   scilu   dlo   u   ugatnulapaiaur   ctr   in   ocaca   cpiatt   onpridnt   sntincupaqu   ofiiadrntmoli   aimids   lboum","""#%&()+,./;<>?[\^_{|~",owqucky   af   jmpngzra   vx!
1148,convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then reverse the order of words in the string,0ce015c8fa87d44828a4e115e2d8b6b8,dg! az ora jmp hquckbrwnfo,124578abdabd,"lboum aimids ofiiadrntmoli sntincupaqu onpridnt cpiatt ocaca in ctr ugatnulapaiaur u dlo scilu vli rprhditinvoupat i dlo iur ut cnsqut.dus omod a x nsiutalqup abri xciatonulamo qisnotrd nam inm d aiqa.utnm mgn abrtdoor t moriniddut ddoismd li, itamt,costuradpicig olr psm orm","""#%&()+,./;<>?[\^_{|~",vx! jmpngzra af owqucky
1149,"convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then drop the first half of the string, as computed by number of words",287878df28d20742fbda2e5bf59fc8f6,ora az dg!,124578abdabd,omod cnsqut.dus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur ctr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lboum,"""#%&()+,./;<>?[\^_{|~",jmpngzra vx!
1150,convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then add the word apples after every word in the string,eb618031242d62998030c73c520d356b,hquckbrwnfo apples jmp apples ora apples az apples dg! apples,124578abdabd apples,"orm apples psm apples olr apples itamt,costuradpicig apples li, apples ddoismd apples moriniddut apples t apples abrtdoor apples mgn apples aiqa.utnm apples d apples inm apples nam apples qisnotrd apples xciatonulamo apples abri apples nsiutalqup apples x apples a apples omod apples cnsqut.dus apples ut apples iur apples dlo apples i apples rprhditinvoupat apples vli apples scilu apples dlo apples u apples ugatnulapaiaur apples ctr apples in apples ocaca apples cpiatt apples onpridnt apples sntincupaqu apples ofiiadrntmoli apples aimids apples lboum apples","""#%&()+,./;<>?[\^_{|~ apples",owqucky apples af apples jmpngzra apples vx! apples
1151,convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then make every other character in the string uppercase,bb26c2807168ea87611630ad5302dafc,HqUcKbRwNfO JmP OrA Az dG!,124578AbDaBd,"OrM PsM OlR ItAmT,CoStUrAdPiCiG Li, DdOiSmD MoRiNiDdUt t aBrTdOoR MgN AiQa.uTnM D InM NaM QiSnOtRd xCiAtOnUlAmO AbRi nSiUtAlQuP X A OmOd cNsQuT.DuS Ut iUr dLo i rPrHdItInVoUpAt vLi sCiLu dLo u uGaTnUlApAiAuR CtR In oCaCa cPiAtT OnPrIdNt sNtInCuPaQu oFiIaDrNtMoLi aImIdS LbOuM","""#%&()+,./;<>?[\^_{|~",OwQuCkY Af jMpNgZrA Vx!
1152,"convert the string s to lowercase then remove every third character from the string then remove all instances of the letter e from the string then delete all excamation points, question marks, and periods from the string",16b9387fc0e1e63150912a7831f4741f,hquckbrwnfo jmp ora az dg,124578abdabd,"orm psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqautnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod cnsqutdus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur ctr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lboum","""#%&()+,/;<>[\^_{|~",owqucky af jmpngzra vx
1153,convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then remove all instances of the letter e from the string,98434d705a185a19b2f684bbbfb16489,quckbrwnfo jmp ora az d,4578abdab,"m psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod cnsqut.dus ut iur dlo i rprhditinvoupat vli scilu dlo u ugatnulapaiaur ctr in ocaca cpiatt onpridnt sntincupaqu ofiiadrntmoli aimids lbo","%&()+,./;<>?[\^_{",qucky af jmpngzra v
1154,convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then removes all vowels from the string,31b805f925c26bd5d030c10c00d3ee68,qckbrwnf jmp r z d,4578bdb,"m psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn q.tnm d nm nm qsntrd xctnlm br nstlqp x  md cnsqt.ds t r dl  rprhdtnvpt vl scl dl  gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds lb","%&()+,./;<>?[\^_{",qcky f jmpngzr v
1155,"convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",06d357b75faf11c9330e7ef7a47359fa,quckbrwnfo j,4578a,"m psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqa.utenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod c","%&()+,./",qucky af j
1156,convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then replace spaces with triple spaces,9c358fe504b17602358dde108d061e9b,quckbrwnfo   jmp   oera   az   d,4578abdeab,"m   psm   olr   itamt,coseteuradpicig   li,   eddoeismd   emoriniddut   t   abreetdoor   mgn   aiqa.utenm   d   inm   enam   qisnotrd   xeciatonulamo   abri   nsiutalqup   x   a   omod   cnsqut.dus   ut   iur   dlo   i   rprhedeitinvoupat   vli   esecilu   dloe   u   ugatnulapaiaur   eceter   in   ocaca   cpiatt   onpridnt   sntincupaqu   ofiiadeerntmoli   aimides   lbo","%&()+,./;<>?[\^_{",qucky   af   jmpngzera   v
1157,convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then reverse the order of words in the string,f12927e589c5e185c90f95c1e48fd6ae,d az oera jmp quckbrwnfo,4578abdeab,"lbo aimides ofiiadeerntmoli sntincupaqu onpridnt cpiatt ocaca in eceter ugatnulapaiaur u dloe esecilu vli rprhedeitinvoupat i dlo iur ut cnsqut.dus omod a x nsiutalqup abri xeciatonulamo qisnotrd enam inm d aiqa.utenm mgn abreetdoor t emoriniddut eddoeismd li, itamt,coseteuradpicig olr psm m","%&()+,./;<>?[\^_{",v jmpngzera af qucky
1158,"convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",66fb3e8fe8feac9c52dabef7c9be5346,oera az d,4578abdeab,omod cnsqut.dus ut iur dlo i rprhedeitinvoupat vli esecilu dloe u ugatnulapaiaur eceter in ocaca cpiatt onpridnt sntincupaqu ofiiadeerntmoli aimides lbo,"%&()+,./;<>?[\^_{",jmpngzera v
1159,convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then add the word apples after every word in the string,7890681a9e1c1e25bf867ea9bc4480dc,quckbrwnfo apples jmp apples oera apples az apples d apples,4578abdeab apples,"m apples psm apples olr apples itamt,coseteuradpicig apples li, apples eddoeismd apples emoriniddut apples t apples abreetdoor apples mgn apples aiqa.utenm apples d apples inm apples enam apples qisnotrd apples xeciatonulamo apples abri apples nsiutalqup apples x apples a apples omod apples cnsqut.dus apples ut apples iur apples dlo apples i apples rprhedeitinvoupat apples vli apples esecilu apples dloe apples u apples ugatnulapaiaur apples eceter apples in apples ocaca apples cpiatt apples onpridnt apples sntincupaqu apples ofiiadeerntmoli apples aimides apples lbo apples","%&()+,./;<>?[\^_{ apples",qucky apples af apples jmpngzera apples v apples
1160,convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then make every other character in the string uppercase,542d54afb10877f304963c90255d0783,QuCkBrWnFo jMp oErA Az d,4578AbDeAb,"M PsM OlR ItAmT,CoSeTeUrAdPiCiG Li, EdDoEiSmD EmOrInIdDuT T AbReEtDoOr mGn aIqA.UtEnM D InM EnAm qIsNoTrD XeCiAtOnUlAmO AbRi nSiUtAlQuP X A OmOd cNsQuT.DuS Ut iUr dLo i rPrHeDeItInVoUpAt vLi eSeCiLu dLoE U UgAtNuLaPaIaUr eCeTeR In oCaCa cPiAtT OnPrIdNt sNtInCuPaQu oFiIaDeErNtMoLi aImIdEs lBo","%&()+,./;<>?[\^_{",QuCkY Af jMpNgZeRa v
1161,"convert the string s to lowercase then remove every third character from the string then remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",c3537605f1b46816f8a03d7821fcb332,quckbrwnfo jmp oera az d,4578abdeab,"m psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqautenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod cnsqutdus ut iur dlo i rprhedeitinvoupat vli esecilu dloe u ugatnulapaiaur eceter in ocaca cpiatt onpridnt sntincupaqu ofiiadeerntmoli aimides lbo","%&()+,/;<>[\^_{",qucky af jmpngzera v
1162,convert the string s to lowercase then remove every third character from the string then removes all vowels from the string then remove the first and last two characters of the string,04165c44074c563b02833e59cb053597,ckbrwnf jmp r z d,4578bd," psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn q.tnm d nm nm qsntrd xctnlm br nstlqp x  md cnsqt.ds t r dl  rprhdtnvpt vl scl dl  gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds l","%&()+,./;<>?[\^_{",cky f jmpngzr v
1163,convert the string s to lowercase then remove every third character from the string then removes all vowels from the string then replace spaces with triple spaces,124cc133510a63b9c720ca27916cfed5,hqckbrwnf   jmp   r   z   dg!,124578bdbd,"rm   psm   lr   tmt,cstrdpcg   l,   ddsmd   mrnddt   t   brtdr   mgn   q.tnm   d   nm   nm   qsntrd   xctnlm   br   nstlqp   x      md   cnsqt.ds   t   r   dl      rprhdtnvpt   vl   scl   dl      gtnlpr   ctr   n   cc   cptt   nprdnt   sntncpq   fdrntml   mds   lbm","""#%&()+,./;<>?[\^_{|~",wqcky   f   jmpngzr   vx!
1164,convert the string s to lowercase then remove every third character from the string then removes all vowels from the string then reverse the order of words in the string,2c209e4f4a81a6139af394e29d8d556a,dg! z r jmp hqckbrwnf,124578bdbd,"lbm mds fdrntml sntncpq nprdnt cptt cc n ctr gtnlpr dl scl vl rprhdtnvpt dl r t cnsqt.ds md x nstlqp br xctnlm qsntrd nm nm d q.tnm mgn brtdr t mrnddt ddsmd l, tmt,cstrdpcg lr psm rm","""#%&()+,./;<>?[\^_{|~",vx! jmpngzr f wqcky
1165,"convert the string s to lowercase then remove every third character from the string then removes all vowels from the string then drop the first half of the string, as computed by number of words",e2ca1ed6238028a20cf10d792e0bfda6,r z dg!,124578bdbd,md cnsqt.ds t r dl rprhdtnvpt vl scl dl gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds lbm,"""#%&()+,./;<>?[\^_{|~",jmpngzr vx!
1166,convert the string s to lowercase then remove every third character from the string then removes all vowels from the string then add the word apples after every word in the string,541a1767f2dd3040d9cfddd6de0e5663,hqckbrwnf apples jmp apples r apples z apples dg! apples,124578bdbd apples,"rm apples psm apples lr apples tmt,cstrdpcg apples l, apples ddsmd apples mrnddt apples t apples brtdr apples mgn apples q.tnm apples d apples nm apples nm apples qsntrd apples xctnlm apples br apples nstlqp apples x apples md apples cnsqt.ds apples t apples r apples dl apples rprhdtnvpt apples vl apples scl apples dl apples gtnlpr apples ctr apples n apples cc apples cptt apples nprdnt apples sntncpq apples fdrntml apples mds apples lbm apples","""#%&()+,./;<>?[\^_{|~ apples",wqcky apples f apples jmpngzr apples vx! apples
1167,convert the string s to lowercase then remove every third character from the string then removes all vowels from the string then make every other character in the string uppercase,6942f2cd4000f5ddb8bd13e2152878c8,HqCkBrWnF JmP R Z Dg!,124578BdBd,"Rm pSm lR TmT,CsTrDpCg l, DdSmD MrNdDt t bRtDr mGn q.tNm d nM Nm qSnTrD XcTnLm bR NsTlQp x  Md cNsQt.dS T R Dl  RpRhDtNvPt vL ScL Dl  GtNlPr cTr n cC CpTt nPrDnT SnTnCpQ FdRnTmL MdS LbM","""#%&()+,./;<>?[\^_{|~",WqCkY F JmPnGzR Vx!
1168,"convert the string s to lowercase then remove every third character from the string then removes all vowels from the string then delete all excamation points, question marks, and periods from the string",f811a19ec1c0fb310d7382e3d2b187d3,hqckbrwnf jmp r z dg,124578bdbd,"rm psm lr tmt,cstrdpcg l, ddsmd mrnddt t brtdr mgn qtnm d nm nm qsntrd xctnlm br nstlqp x  md cnsqtds t r dl  rprhdtnvpt vl scl dl  gtnlpr ctr n cc cptt nprdnt sntncpq fdrntml mds lbm","""#%&()+,/;<>[\^_{|~",wqcky f jmpngzr vx
1169,"convert the string s to lowercase then remove every third character from the string then drop the last half of the string, as computed by characters then remove all instances of the letter e from the string",d05fea96968ef9b35e65feb65978ace5,hquckbrwnfo j,124578a,"orm psm olr itamt,costuradpicig li, ddoismd moriniddut t abrtdoor mgn aiqa.utnm d inm nam qisnotrd xciatonulamo abri nsiutalqup x a omod c","""#%&()+,./",owqucky af j
1170,"convert the string s to lowercase then remove every third character from the string then drop the last half of the string, as computed by characters then remove the first and last two characters of the string",809b2feea25afa01e0e542b703ad9bcf,quckbrwnfo,457,"m psm olr itamt,coseteuradpicig li, eddoeismd emoriniddut t abreetdoor mgn aiqa.utenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod","%&()+,",qucky af
1171,"convert the string s to lowercase then remove every third character from the string then drop the last half of the string, as computed by characters then replace spaces with triple spaces",dfc532ecdff3b510c9b24fa5ec1f62c4,hequckbrwnfo   j,124578a,"orm   psm   olr   itamt,coseteuradpicig   li,   eddoeismd   emoriniddut   t   abreetdoor   mgn   aiqa.utenm   d   inm   enam   qisnotrd   xeciatonulamo   abri   nsiutalqup   x   a   omod   c","""#%&()+,./",owqucky   af   j
1172,"convert the string s to lowercase then remove every third character from the string then drop the last half of the string, as computed by characters then reverse the order of words in the string",522e2c3ca4b6bcaa4ce31bb5a4cf2cfd,j hequckbrwnfo,124578a,"c omod a x nsiutalqup abri xeciatonulamo qisnotrd enam inm d aiqa.utenm mgn abreetdoor t emoriniddut eddoeismd li, itamt,coseteuradpicig olr psm orm","""#%&()+,./",j af owqucky
