id,description,md5,foxdog,hexdigits,lorem,punctuation,whitespace,zebra
310,remove the first and last two characters of the string then make every other character in the string uppercase then add the word apples after every word in the string,dc7b81950a5195514cb5eb62de078931,E apples QuIcK apples BrOwN apples FoX apples JuMpS apples OvEr apples a apples lAzY apples Do apples,23456789AbCdEfABCD apples,"ReM apples IpSuM apples DoLoR apples SiT apples AmEt, apples CoNsEcTeTuR apples AdIpIsCiNg apples eLiT, apples sEd apples dO apples EiUsMoD apples TeMpOr apples iNcIdIdUnT apples Ut apples lAbOrE apples Et apples dOlOrE apples MaGnA apples AlIqUa. apples Ut apples eNiM apples Ad apples mInIm apples vEnIaM, apples qUiS apples NoStRuD apples ExErCiTaTiOn apples uLlAmCo apples lAbOrIs apples nIsI apples Ut apples aLiQuIp apples eX apples Ea apples cOmMoDo apples cOnSeQuAt. apples DuIs apples aUtE apples IrUrE apples DoLoR apples In apples rEpReHeNdErIt apples iN apples VoLuPtAtE apples VeLiT apples EsSe apples cIlLuM apples DoLoRe apples eU apples FuGiAt apples nUlLa apples pArIaTuR. apples EXcEpTeUr apples sInT apples OcCaEcAt apples cUpIdAtAt apples nOn apples pRoIdEnT, apples sUnT apples In apples cUlPa apples qUi apples oFfIcIa apples dEsErUnT apples MoLlIt apples aNiM apples Id apples eSt apples lAbOrU apples","#$%&'()*+,-./:;<=>?@[\]^_`{| apples",,W apples QuIcKlY apples DaFt apples jUmPiNg apples zEbRaS apples Ve apples
311,"remove the first and last two characters of the string then make every other character in the string uppercase then delete all excamation points, question marks, and periods from the string",2c247ce7db9814cf988cc7c6e9cf8871,E QuIcK BrOwN FoX JuMpS OvEr a lAzY Do,23456789AbCdEfABCD,"ReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa Ut eNiM Ad mInIm vEnIaM, qUiS NoStRuD ExErCiTaTiOn uLlAmCo lAbOrIs nIsI Ut aLiQuIp eX Ea cOmMoDo cOnSeQuAt DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR EXcEpTeUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id eSt lAbOrU","#$%&'()*+,-/:;<=>@[\]^_`{|","
",W QuIcKlY DaFt jUmPiNg zEbRaS Ve
312,"remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string then replace all spaces with exclamation points in the string",c3df821f6c1b1ad6e91f7d453e744b13,e!quick!brown!fox!jumps!over!a!lazy!do,23456789abcdefABCD,"rem!ipsum!dolor!sit!amet,!consectetur!adipiscing!elit,!sed!do!eiusmod!tempor!incididunt!ut!labore!et!dolore!magna!aliqua!Ut!enim!ad!minim!veniam,!quis!nostrud!exercitation!ullamco!laboris!nisi!ut!aliquip!ex!ea!commodo!consequat!Duis!aute!irure!dolor!in!reprehenderit!in!voluptate!velit!esse!cillum!dolore!eu!fugiat!nulla!pariatur!Excepteur!sint!occaecat!cupidatat!non!proident,!sunt!in!culpa!qui!officia!deserunt!mollit!anim!id!est!laboru","#$%&'()*+,-/:;<=>@[\]^_`{|","
",w!quickly!daft!jumping!zebras!ve
313,"remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string then remove every third character from the string",7a05359d48b03d7a69252bdb6caca46f, qic bow fx ums ve alay o,34679acdfACD,"emipumdoorsi aet cnscttu aipscngelt,se d eusodtepo iciidntutlaor e dloe aga liuaUtenm d inm enam qisnotrd xeciatonulamo abri nsiutalqup x a omod cnsqut ui ateirredoorinrereenert n olptteveitese ilumdoor e fgit ula aratr xcptursit ccect updaatno poien, un i clp qi ffci dseun mllt ni i et abru",$%'(*+-/;<>@\]_`|,"", qiclydat umin zbrs e
314,"remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string then make every other character in the string uppercase",c2bf03b53dac4bce9824392a601f621e,E QuIcK BrOwN FoX JuMpS OvEr a lAzY Do,23456789AbCdEfABCD,"ReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa UT EnIm aD MiNiM VeNiAm, QuIs nOsTrUd eXeRcItAtIoN UlLaMcO LaBoRiS NiSi uT AlIqUiP Ex eA CoMmOdO CoNsEqUaT DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR ExCePtEuR SiNt oCcAeCaT CuPiDaTaT NoN PrOiDeNt, SuNt iN CuLpA QuI OfFiCiA DeSeRuNt mOlLiT AnIm iD EsT LaBoRu","#$%&'()*+,-/:;<=>@[\]^_`{|","
",W QuIcKlY DaFt jUmPiNg zEbRaS Ve
315,removes all vowels from the string then remove the first and last two characters of the string then remove every third character from the string,8debc7e55ef3332b8761e0385584a71c,qc bwnfxjms r lz d,34679bdfC," pm lrstmt csctrdpcn l, d  sd mp nddt  lr  dr gnlq tnmd nmvn, s std rctnllc br n tlq x cmdcnqt D trrdl nrphnrtn lpt ltssclm lr ft llprr.xctrsn cctcpttnnprnt st  cp  fc srt ll n dstlb",$%'(*+-.:;=>@[]^`{,"",qclydf jpn zrsv
316,"removes all vowels from the string then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",f7c15e7cba8150d08fbe1acf57759874, qck brwn fx ,2345678,"m psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd c","#$%&'()*+,-./:","
", qckly dft 
317,removes all vowels from the string then remove the first and last two characters of the string then replace spaces with triple spaces,3cce626a574b1923a97e28041358d9f3,   qck   brwn   fx   jmps   vr      lzy   d,23456789bcdfBC,"m   psm   dlr   st   mt,   cnscttr   dpscng   lt,   sd   d   smd   tmpr   ncddnt   t   lbr   t   dlr   mgn   lq.   t   nm   d   mnm   vnm,   qs   nstrd   xrcttn   llmc   lbrs   ns   t   lqp   x      cmmd   cnsqt.   Ds   t   rr   dlr   n   rprhndrt   n   vlptt   vlt   ss   cllm   dlr      fgt   nll   prtr.   xcptr   snt   ccct   cpdtt   nn   prdnt,   snt   n   clp   q   ffc   dsrnt   mllt   nm   d   st   lbr","#$%&'()*+,-./:;<=>?@[\]^_`{|","
",   qckly   dft   jmpng   zbrs   v
318,removes all vowels from the string then remove the first and last two characters of the string then reverse the order of words in the string,c4244dbc51f8c76f64563b30ca767a95,d lzy vr jmps fx brwn qck,23456789bcdfBC,"lbr st d nm mllt dsrnt ffc q clp n snt prdnt, nn cpdtt ccct snt xcptr prtr. nll fgt dlr cllm ss vlt vlptt n rprhndrt n dlr rr t Ds cnsqt. cmmd x lqp t ns lbrs llmc xrcttn nstrd qs vnm, mnm d nm t lq. mgn dlr t lbr t ncddnt tmpr smd d sd lt, dpscng cnscttr mt, st dlr psm m","#$%&'()*+,-./:;<=>?@[\]^_`{|",,v zbrs jmpng dft qckly
319,"removes all vowels from the string then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",cad0fed8f03b4ef68ba95c41ba4e1a3a,jmps vr lzy d,23456789bcdfBC,"cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr fgt nll prtr. xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbr","#$%&'()*+,-./:;<=>?@[\]^_`{|",,jmpng zbrs v
320,removes all vowels from the string then remove the first and last two characters of the string then add the word apples after every word in the string,230efab1f91c14ae171f3d8c9bd9249e,qck apples brwn apples fx apples jmps apples vr apples lzy apples d apples,23456789bcdfBC apples,"m apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq. apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd apples cnsqt. apples Ds apples t apples rr apples dlr apples n apples rprhndrt apples n apples vlptt apples vlt apples ss apples cllm apples dlr apples fgt apples nll apples prtr. apples xcptr apples snt apples ccct apples cpdtt apples nn apples prdnt, apples snt apples n apples clp apples q apples ffc apples dsrnt apples mllt apples nm apples d apples st apples lbr apples","#$%&'()*+,-./:;<=>?@[\]^_`{| apples",,qckly apples dft apples jmpng apples zbrs apples v apples
321,removes all vowels from the string then remove the first and last two characters of the string then make every other character in the string uppercase,f74b7beb7bf7303e7376a70dc604f9ea, qCk bRwN Fx jMpS Vr  LzY D,23456789BcDfBC,"M PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ. t nM D MnM VnM, qS NsTrD XrCtTn lLmC LbRs nS T LqP X  cMmD CnSqT. DS T Rr dLr n rPrHnDrT N VlPtT VlT Ss cLlM DlR  fGt nLl pRtR. xCpTr sNt cCcT CpDtT Nn pRdNt, SnT N ClP Q FfC DsRnT MlLt nM D St lBr","#$%&'()*+,-./:;<=>?@[\]^_`{|","
", qCkLy dFt jMpNg zBrS V
322,"removes all vowels from the string then remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",79196fcc94154e44bb4ec20f0ec81dd4, qck brwn fx jmps vr  lzy d,23456789bcdfBC,"m psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr xcptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbr","#$%&'()*+,-/:;<=>@[\]^_`{|","
", qckly dft jmpng zbrs v
323,removes all vowels from the string then remove every third character from the string then remove the first and last two characters of the string,31cdae5988c0cef10eadabd6fd0037c0,ckbrn x mp v  zy,4578bcfB,"ps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn q.t m  mm nm q ntr xctn lm lrsnst qpx cmd nst.Dst r lrn prndt  vpt vt s ll dr fg nl rt. cpr ntcct pdt n rdt,sn ncl qff drn mltnmd t b","%&()+,./;<>?[\^_{",,cky ftjmngzbs 
324,"removes all vowels from the string then remove every third character from the string then drop the last half of the string, as computed by characters",68363741b9c1ed808db887956024a635,h ckbrn x ,124578,"rmps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn q.t m  mm nm q ntr xctn lm lrsnst qpx cmd ","""#%&()+,./","	
",w cky ftj
325,removes all vowels from the string then remove every third character from the string then replace spaces with triple spaces,137cfd9dc8f76b2256948d948cd88c25,h   ckbrn   x   mp   v      zydg,124578bcfBDF,"rmps   dr   t   t,cnctr   psnglt   s   dsm   tprncdn   tlb   tdl   mn   q.t   m      mm   nm   q   ntr   xctn   lm   lrsnst   qpx   cmd   nst.Dst   r   lrn   prndt      vpt   vt   s   ll   dr   fg   nl   rt.   cpr   ntcct   pdt   n   rdt,sn   ncl   qff   drn   mltnmd   t   br?","""#%&()+,./;<>?[\^_{|~","	
",w   cky   ftjmngzbs   x!
326,removes all vowels from the string then remove every third character from the string then reverse the order of words in the string,3fb51023f9b2664d293899b19ab87316,zydg v mp x ckbrn h,124578bcfBDF,"br? t mltnmd drn qff ncl rdt,sn n pdt ntcct cpr rt. nl fg dr ll s vt vpt prndt lrn r nst.Dst cmd qpx lrsnst lm xctn ntr q nm mm m q.t mn tdl tlb tprncdn dsm s psnglt t,cnctr t dr rmps","""#%&()+,./;<>?[\^_{|~",,x! ftjmngzbs cky w
327,"removes all vowels from the string then remove every third character from the string then drop the first half of the string, as computed by number of words",61fcd19f30f2161ad23d480dc28fd213,mp v zydg,124578bcfBDF,"nst.Dst r lrn prndt vpt vt s ll dr fg nl rt. cpr ntcct pdt n rdt,sn ncl qff drn mltnmd t br?","""#%&()+,./;<>?[\^_{|~",,ftjmngzbs x!
328,removes all vowels from the string then remove every third character from the string then add the word apples after every word in the string,1be06cf5a974af96d0261e0864def9eb,h apples ckbrn apples x apples mp apples v apples zydg apples,124578bcfBDF apples,"rmps apples dr apples t apples t,cnctr apples psnglt apples s apples dsm apples tprncdn apples tlb apples tdl apples mn apples q.t apples m apples mm apples nm apples q apples ntr apples xctn apples lm apples lrsnst apples qpx apples cmd apples nst.Dst apples r apples lrn apples prndt apples vpt apples vt apples s apples ll apples dr apples fg apples nl apples rt. apples cpr apples ntcct apples pdt apples n apples rdt,sn apples ncl apples qff apples drn apples mltnmd apples t apples br? apples","""#%&()+,./;<>?[\^_{|~ apples",,w apples cky apples ftjmngzbs apples x! apples
329,removes all vowels from the string then remove every third character from the string then make every other character in the string uppercase,10c32ec0f22b84591904a403d6b5260c,H CkBrN X Mp v  ZyDg,124578BcFBDF,"RmPs dR T T,CnCtR PsNgLt s dSm tPrNcDn tLb tDl mN Q.T M  mM Nm q nTr xCtN Lm lRsNsT QpX CmD NsT.DsT R LrN PrNdT  vPt vT S Ll dR Fg nL Rt. CpR NtCcT PdT N RdT,Sn nCl qFf dRn mLtNmD T Br?","""#%&()+,./;<>?[\^_{|~","	
",W CkY FtJmNgZbS X!
330,"removes all vowels from the string then remove every third character from the string then delete all excamation points, question marks, and periods from the string",55140ada1049ba3cd909a1a69dc8de1b,h ckbrn x mp v  zydg,124578bcfBDF,"rmps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn qt m  mm nm q ntr xctn lm lrsnst qpx cmd nstDst r lrn prndt  vpt vt s ll dr fg nl rt cpr ntcct pdt n rdt,sn ncl qff drn mltnmd t br","""#%&()+,/;<>[\^_{|~","	
",w cky ftjmngzbs x
331,"removes all vowels from the string then drop the last half of the string, as computed by characters then remove the first and last two characters of the string",c6688d3c9b7b11ee47437139ffc187c8, qck brwn f,23456,"m psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd","#$%&'()*+,-.",, qckly df
332,"removes all vowels from the string then drop the last half of the string, as computed by characters then remove every third character from the string",d6ad221d766358084246ef16bded8f50,h ckbrn x ,124578,"rmps dr t t,cnctr psnglt s dsm tprncdn tlb tdl mn q.t m  mm nm q ntr xctn lm lrsnst qpx cmd ","""#%&()+,./","	
",w cky ft
333,"removes all vowels from the string then drop the last half of the string, as computed by characters then replace spaces with triple spaces",9ce4f7e72e7a1c45e3655aa24c624bc5,Th   qck   brwn   fx   ,012345678,"Lrm   psm   dlr   st   mt,   cnscttr   dpscng   lt,   sd   d   smd   tmpr   ncddnt   t   lbr   t   dlr   mgn   lq.   t   nm   d   mnm   vnm,   qs   nstrd   xrcttn   llmc   lbrs   ns   t   lqp   x      cmmd   c","!""#$%&'()*+,-./:","   	
",Hw   qckly   dft   
334,"removes all vowels from the string then drop the last half of the string, as computed by characters then reverse the order of words in the string",48ec1977ce88b2ed44d87a498a5b0d64,fx brwn qck Th,012345678,"c cmmd x lqp t ns lbrs llmc xrcttn nstrd qs vnm, mnm d nm t lq. mgn dlr t lbr t ncddnt tmpr smd d sd lt, dpscng cnscttr mt, st dlr psm Lrm","!""#$%&'()*+,-./:",,dft qckly Hw
335,"removes all vowels from the string then drop the last half of the string, as computed by characters then drop the first half of the string, as computed by number of words",6abd7d9e67f993594d4a2d99eaeedea1,brwn fx,012345678,"mgn lq. t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x cmmd c","!""#$%&'()*+,-./:",,qckly dft
336,"removes all vowels from the string then drop the last half of the string, as computed by characters then add the word apples after every word in the string",0e84685a09a61b0673fa870201f41467,Th apples qck apples brwn apples fx apples,012345678 apples,"Lrm apples psm apples dlr apples st apples mt, apples cnscttr apples dpscng apples lt, apples sd apples d apples smd apples tmpr apples ncddnt apples t apples lbr apples t apples dlr apples mgn apples lq. apples t apples nm apples d apples mnm apples vnm, apples qs apples nstrd apples xrcttn apples llmc apples lbrs apples ns apples t apples lqp apples x apples cmmd apples c apples","!""#$%&'()*+,-./: apples",,Hw apples qckly apples dft apples
337,"removes all vowels from the string then drop the last half of the string, as computed by characters then make every other character in the string uppercase",816743dbab213c483fcddd649c0cfd83,Th qCk bRwN Fx ,012345678,"LrM PsM DlR St mT, cNsCtTr dPsCnG Lt, Sd d sMd tMpR NcDdNt t lBr t dLr mGn lQ. t nM D MnM VnM, qS NsTrD XrCtTn lLmC LbRs nS T LqP X  cMmD C","!""#$%&'()*+,-./:"," 	
",Hw qCkLy dFt 
338,"removes all vowels from the string then drop the last half of the string, as computed by characters then delete all excamation points, question marks, and periods from the string",581a0cc5e0b9d2bb1d2d0f704c0ca1b5,Th qck brwn fx ,012345678,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq t nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd c","""#$%&'()*+,-/:"," 	
",Hw qckly dft 
339,removes all vowels from the string then replace spaces with triple spaces then replace all spaces with exclamation points in the string,afae56011d183f84e2beb3e9745bd441,Th!!!qck!!!brwn!!!fx!!!jmps!!!vr!!!!!!lzy!!!dg!,0123456789bcdfBCDF,"Lrm!!!psm!!!dlr!!!st!!!mt,!!!cnscttr!!!dpscng!!!lt,!!!sd!!!d!!!smd!!!tmpr!!!ncddnt!!!t!!!lbr!!!t!!!dlr!!!mgn!!!lq.!!!t!!!nm!!!d!!!mnm!!!vnm,!!!qs!!!nstrd!!!xrcttn!!!llmc!!!lbrs!!!ns!!!t!!!lqp!!!x!!!!!!cmmd!!!cnsqt.!!!Ds!!!t!!!rr!!!dlr!!!n!!!rprhndrt!!!n!!!vlptt!!!vlt!!!ss!!!cllm!!!dlr!!!!!!fgt!!!nll!!!prtr.!!!xcptr!!!snt!!!ccct!!!cpdtt!!!nn!!!prdnt,!!!snt!!!n!!!clp!!!q!!!ffc!!!dsrnt!!!mllt!!!nm!!!d!!!st!!!lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~","!!!	
",Hw!!!qckly!!!dft!!!jmpng!!!zbrs!!!vx!
